loan_id,issue_date,grade,sub_grade,term,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,home_ownership,purpose,application_type,default_12m,origination_z,issue_year,lgd,ead,eir,pd_test_baseline,pd_test_adverse,lifetime_pd_baseline,lifetime_pd_adverse,stage_baseline,stage_adverse,sicr_baseline,sicr_adverse,ecl_baseline,ecl_adverse
3715,2024-12-09,B,B5,36,0.0735,10000,20000,25.83,1,1,7,0,756,35.7,15,7,MORTGAGE,other,Individual,0,-0.343186505084371,2024,0.35,10200.0,0.0735,0.13046233744311952,0.24968548267830357,0.17046233744311953,0.34968548267830357,1,1,0,0,170.0561719370301,325.4621847553083
3719,2024-04-13,D,D2,36,0.1339,20000,144544,15.61,1,0,11,0,10272,55.9,25,7,MORTGAGE,other,Individual,0,-0.7945806660950429,2024,0.55,20400.0,0.1339,0.18007415773136795,0.34463511747709247,0.22007415773136796,0.4446351174770925,1,1,0,0,505.99279511128975,968.394846782422
3721,2023-09-16,B,B1,36,0.0739,25000,23759,1.03,0,1,10,0,16745,81.4,9,4,RENT,debt_consolidation,Individual,0,-0.5285882803870269,2023,0.35,25500.0,0.0739,0.11076832493236359,0.21199407597815498,0.15076832493236358,0.311994075978155,1,1,0,0,424.9820760182554,813.3523962538956
3722,2022-12-20,E,E3,36,0.1523,20000,70734,18.81,0,0,13,0,7901,33.8,15,5,MORTGAGE,credit_card,Individual,0,-0.8727567460253252,2022,0.65,20400.0,0.1523,0.10339209838083516,0.1978770769809089,0.14339209838083516,0.29787707698090893,1,1,0,0,588.4427189018792,1126.1917207455165
3723,2025-04-08,A,A1,36,0.0621,20000,41467,24.22,0,1,9,0,4979,19.9,13,6,MORTGAGE,medical,Individual,0,-0.8429740314437861,2025,0.3,20400.0,0.0621,0.09912163459256135,0.18970404533719604,0.13912163459256136,0.28970404533719607,1,1,0,0,294.6539345088331,563.9237446054154
3724,2028-07-21,B,B5,60,0.08,20000,79529,7.74,0,0,13,1,5067,49.0,28,2,MORTGAGE,medical,Individual,0,1.6156502537022346,2028,0.35,20400.0,0.08,0.10287658126994421,0.1968904540122851,0.1428765812699442,0.2968904540122851,1,1,0,0,338.06537143407735,647.0067691385618
3726,2028-07-21,B,B3,36,0.0894,20000,48324,18.75,1,0,6,0,12697,68.5,33,2,MORTGAGE,small_business,Individual,0,1.6156502537022346,2028,0.35,20400.0,0.0894,0.13291206135508848,0.2543738893815426,0.1729120613550885,0.3543738893815426,1,1,0,0,335.14833958950214,641.4240046536138
3728,2022-02-23,B,B3,60,0.0779,25000,102005,23.63,0,1,13,0,4945,43.1,24,8,MORTGAGE,other,Individual,0,0.8825109315789375,2022,0.35,25500.0,0.0779,0.09057161633980668,0.17334058384948417,0.13057161633980668,0.2733405838494842,1,1,0,0,423.40500179608915,810.3341110836427
3730,2023-09-16,A,A1,36,0.0416,20000,57685,7.87,0,3,13,1,11070,67.2,21,5,MORTGAGE,other,Individual,0,-0.5285882803870269,2023,0.3,20400.0,0.0416,0.09511815079316242,0.18204197362792965,0.13511815079316242,0.28204197362792965,1,1,0,0,300.4530950862438,575.022474217945
3731,2024-11-09,C,C4,60,0.0986,35000,29188,26.61,0,1,15,0,3139,74.5,8,4,RENT,credit_card,Joint App,0,-0.6415751161587422,2024,0.45,35700.0,0.0986,0.11303106682811992,0.21632462695164692,0.15303106682811993,0.3163246269516469,1,1,0,0,747.7688445155726,1431.118194981527
3732,2026-09-30,B,B1,36,0.0752,20000,107888,26.44,0,2,7,0,2238,36.1,30,3,MORTGAGE,other,Individual,1,0.1022325365530995,2026,0.35,20400.0,0.0752,0.11662332081334988,0.22319966604556365,0.15662332081334987,0.32319966604556366,2,2,0,0,1495.0424955415015,2878.1507464019874
3733,2020-07-03,B,B2,36,0.0766,10000,108232,7.67,0,2,10,0,8435,0.0,22,3,MORTGAGE,credit_card,Individual,0,0.37947831750372485,2020,0.35,10200.0,0.0766,0.1228767722342164,0.23516784066994625,0.1628767722342164,0.33516784066994626,1,1,0,0,169.56650619951867,324.5250374650041
3734,2027-09-25,B,B4,36,0.0679,35000,91829,20.64,0,3,5,0,12888,51.2,36,3,RENT,debt_consolidation,Individual,0,0.5812874259936587,2027,0.35,35700.0,0.0679,0.11519721000134851,0.2204703023577288,0.1551972100013485,0.3204703023577288,1,1,0,0,598.3177750823169,1145.091107474372
3737,2020-03-05,D,D4,36,0.128,15000,87284,13.36,0,0,12,0,11166,53.9,29,5,RENT,credit_card,Individual,0,-0.5106418161612168,2020,0.55,15300.0,0.128,0.11977223075157403,0.22922621066560617,0.15977223075157404,0.3292262106656062,1,1,0,0,381.47954147386395,730.0950244458697
3738,2022-03-25,C,C1,60,0.1047,20000,39925,16.66,0,1,1,0,18964,47.9,37,5,RENT,debt_consolidation,Individual,0,0.15046345682195328,2022,0.45,20400.0,0.1047,0.1414116134893921,0.27064076623501204,0.1814116134893921,0.3706407662350121,1,1,0,0,424.9370107384335,813.2661480203833
3739,2024-02-13,A,A5,36,0.048,20000,54871,26.45,0,3,1,1,5203,8.1,8,6,OWN,other,Individual,0,0.7975492106021627,2024,0.3,20400.0,0.048,0.10552365548343128,0.2019565597990833,0.14552365548343127,0.3019565597990833,1,1,0,0,298.61826702464845,571.5108865891333
3740,2026-06-02,C,C5,36,0.0952,25000,321490,21.68,0,2,18,0,4147,70.8,20,3,MORTGAGE,other,Individual,0,1.1963120653821235,2026,0.45,25500.0,0.0952,0.10309970760259458,0.19731748458032425,0.14309970760259458,0.29731748458032425,1,1,0,0,535.7787570338152,1025.4007415519056
3743,2027-10-25,E,E2,36,0.1508,25000,45156,1.29,0,2,17,0,3133,22.6,24,3,MORTGAGE,home_improvement,Individual,0,1.4018788803237672,2027,0.65,25500.0,0.1508,0.13778591832876821,0.26370172571215267,0.17778591832876822,0.36370172571215265,1,1,0,0,736.512149146936,1409.5745566291478
3744,2020-12-30,F,F3,36,0.1823,25000,43689,5.78,0,1,8,0,9754,49.4,23,4,RENT,home_improvement,Individual,0,0.8640024985787829,2020,0.75,25500.0,0.1823,0.15899204729773916,0.3042870980972242,0.19899204729773917,0.4042870980972242,1,1,0,0,827.1799243049344,1583.0991741346627
3746,2028-06-21,C,C5,36,0.0969,20000,148076,13.93,0,1,17,0,12336,47.3,15,9,RENT,credit_card,Individual,0,1.1985186560321777,2028,0.45,20400.0,0.0969,0.1248742612360411,0.2389907371114779,0.1648742612360411,0.33899073711147787,1,1,0,0,427.958716166239,819.0492421534484
3747,2021-01-29,C,C4,36,0.095,10000,49057,17.41,0,1,10,0,4937,72.1,28,2,MORTGAGE,home_improvement,Individual,0,0.738360459617036,2021,0.45,10200.0,0.095,0.09727948970718656,0.18617845439744524,0.13727948970718656,0.28617845439744527,1,1,0,0,214.35064646700803,410.23521174343267
3748,2028-06-21,C,C5,60,0.0995,20000,50559,17.7,0,2,10,0,2972,66.1,22,2,MORTGAGE,credit_card,Individual,0,1.1985186560321777,2028,0.45,20400.0,0.0995,0.09618371217427672,0.18408129940563067,0.13618371217427672,0.28408129940563065,1,1,0,0,426.9467173831265,817.1124272106572
3749,2027-07-27,B,B2,60,0.0789,25000,68212,17.56,0,0,17,0,1921,25.6,18,3,RENT,small_business,Individual,0,0.534929239614959,2027,0.35,25500.0,0.0789,0.10211094302908237,0.19542513645418214,0.14211094302908236,0.2954251364541821,1,1,0,0,423.0125604189494,809.583036738399
3750,2027-05-28,E,E3,36,0.1569,25000,30279,28.29,0,1,9,1,27789,46.3,20,8,MORTGAGE,debt_consolidation,Individual,1,-0.3947415538026391,2027,0.65,25500.0,0.1569,0.1110420759010203,0.21251799455942755,0.1510420759010203,0.3125179945594275,2,2,0,0,2827.941728608795,5441.4514366938065
3751,2022-12-20,E,E1,60,0.1501,35000,30792,2.91,1,3,6,0,5014,60.0,30,5,MORTGAGE,debt_consolidation,Individual,0,-0.8727567460253252,2022,0.65,35700.0,0.1501,0.17083102882137577,0.32694514542400555,0.21083102882137578,0.4269451454240055,1,1,0,0,1031.7445906735168,1974.6054775031325
3752,2025-12-04,B,B2,36,0.0811,20000,34041,21.01,0,2,5,0,150000,58.6,26,10,RENT,other,Individual,0,1.0705250345671091,2025,0.35,20400.0,0.0811,0.13126241371734707,0.2512167095030342,0.17126241371734707,0.3512167095030342,1,1,0,0,337.7213959382144,646.3484512715261
3753,2028-02-22,F,F3,36,0.1739,10000,87769,20.96,0,0,10,0,33193,58.5,16,4,RENT,debt_consolidation,Individual,0,2.816312336426735,2028,0.75,10200.0,0.1739,0.1381715180951766,0.2644397062334529,0.17817151809517662,0.3644397062334529,1,1,0,0,333.23956878975173,637.7709016370769
3757,2023-09-16,A,A1,36,0.0437,20000,28221,17.61,0,2,7,0,985,53.9,15,2,MORTGAGE,credit_card,Individual,0,-0.5285882803870269,2023,0.3,20400.0,0.0437,0.10427763827039639,0.19957186843635397,0.14427763827039639,0.29957186843635397,1,1,0,0,299.8485616957283,573.8654873482914
3758,2022-06-23,A,A4,60,0.06,20000,83515,0.0,0,1,8,0,12855,39.7,27,5,RENT,credit_card,Individual,0,0.13633167627753218,2022,0.3,20400.0,0.06,0.09048013788443442,0.17316550771079206,0.1304801378844344,0.27316550771079207,1,1,0,0,295.2376828696524,565.0409520239732
3760,2022-08-22,C,C2,36,0.0995,15000,41875,20.04,0,2,10,0,35408,37.3,34,6,MORTGAGE,medical,Individual,0,-1.2187017380828626,2022,0.45,15300.0,0.0995,0.13270683435552702,0.2539811154710915,0.17270683435552703,0.35398111547109146,1,1,0,0,320.2100380373448,612.8343204079929
3762,2021-11-25,F,F4,36,0.1685,25000,47955,0.0,1,0,17,0,12797,37.4,26,4,MORTGAGE,small_business,Individual,0,-0.13446258183354565,2021,0.75,25500.0,0.1685,0.12537113196849067,0.2399416736889747,0.16537113196849068,0.3399416736889747,1,1,0,0,836.9489298294598,1601.79559570339
3763,2022-11-20,B,B5,36,0.0743,20000,51143,13.22,0,2,9,0,8311,49.3,13,3,MORTGAGE,medical,Individual,1,-1.1200801846028845,2022,0.35,20400.0,0.0743,0.09641845867269123,0.18453056924022354,0.13641845867269123,0.2845305692402236,3,3,0,0,1926.822538639897,3709.404875740056
3764,2023-09-16,B,B1,60,0.085,15000,56646,5.1,0,3,10,1,7789,37.3,30,2,MORTGAGE,home_improvement,Individual,0,-0.5285882803870269,2023,0.35,15300.0,0.085,0.11326147617647998,0.21676559612701493,0.15326147617647998,0.31676559612701494,1,1,0,0,252.38059987244486,483.0188783430739
3765,2020-08-02,C,C3,36,0.0993,20000,58569,29.64,0,0,9,1,17581,24.2,24,2,RENT,other,Individual,0,0.3172559742184534,2020,0.45,20400.0,0.0993,0.10939886428210631,0.20937313226236792,0.1493988642821063,0.30937313226236796,1,1,0,0,427.0243934892637,817.2610877086487
3766,2020-08-02,A,A3,36,0.0622,15000,94736,8.05,0,0,4,0,13038,42.2,29,2,RENT,debt_consolidation,Individual,0,0.3172559742184534,2020,0.3,15300.0,0.0622,0.10103618901493891,0.19336821734602302,0.14103618901493892,0.29336821734602303,1,1,0,0,220.9696459060193,422.9029908294659
3767,2024-04-13,D,D4,36,0.1289,20000,33410,31.31,0,1,9,0,19131,73.1,24,10,MORTGAGE,credit_card,Individual,0,-0.7945806660950429,2024,0.55,20400.0,0.1289,0.15114769139852005,0.28927416925213995,0.19114769139852006,0.38927416925214,1,1,0,0,508.23388287420624,972.683954970846
3768,2025-04-08,B,B2,36,0.0815,25000,58611,26.58,0,1,11,0,13764,11.0,20,5,RENT,debt_consolidation,Individual,0,-0.8429740314437861,2025,0.35,25500.0,0.0815,0.10301119265530087,0.19714808015470667,0.14301119265530088,0.2971480801547067,1,1,0,0,421.99560927970833,807.6367437235864
3769,2026-01-03,G,G3,36,0.2067,20000,123185,19.99,1,1,9,0,11588,48.6,21,4,RENT,other,Individual,0,1.1131257793729337,2026,0.85,20400.0,0.2067,0.14928728383035683,0.2857136262575939,0.18928728383035684,0.38571362625759387,1,1,0,0,734.8116136724313,1406.3199850103586
3771,2020-10-01,A,A1,60,0.0476,15000,30822,9.5,0,3,6,0,5874,17.4,21,4,MORTGAGE,debt_consolidation,Individual,0,1.8083473995264803,2020,0.3,15300.0,0.0476,0.10061996138841905,0.19257161966221284,0.14061996138841906,0.29257161966221285,1,1,0,0,224.04921523613376,428.7968278532443
3773,2022-03-25,A,A3,36,0.0451,35000,58546,26.3,0,0,8,0,5933,45.0,40,6,MORTGAGE,debt_consolidation,Individual,0,0.15046345682195328,2022,0.3,35700.0,0.0451,0.10033321720934664,0.19202283401142603,0.14033321720934663,0.29202283401142604,1,1,0,0,524.0320559977088,1002.9193053339111
3775,2020-10-31,D,D3,36,0.125,20000,42102,6.07,0,0,17,0,1914,48.3,5,8,RENT,other,Individual,0,0.7011391467379748,2020,0.55,20400.0,0.125,0.12393440223394599,0.2371919869649846,0.16393440223394598,0.33719198696498465,1,1,0,0,509.9957603348368,976.055926014745
3777,2022-03-25,B,B2,36,0.078,15000,95761,10.06,0,0,11,0,6152,56.1,12,2,MORTGAGE,small_business,Individual,0,0.15046345682195328,2022,0.35,15300.0,0.078,0.11083348526670535,0.2121187831530413,0.15083348526670534,0.3121187831530413,1,1,0,0,254.01943493655165,486.15536456608083
3778,2026-08-31,E,E4,36,0.1618,20000,260334,34.79,0,2,10,0,6947,0.0,48,4,MORTGAGE,debt_consolidation,Joint App,0,0.8443061635429892,2026,0.65,20400.0,0.1618,0.09306516883271343,0.17811287192876651,0.13306516883271344,0.27811287192876655,1,1,0,0,583.63104234002,1116.9828884619199
3779,2028-06-21,B,B5,36,0.0642,20000,31430,24.98,1,0,10,0,7849,2.4,20,7,MORTGAGE,debt_consolidation,Individual,0,1.1985186560321777,2028,0.35,20400.0,0.0642,0.10083469433994226,0.19298258654889294,0.14083469433994225,0.292982586548893,1,1,0,0,343.0845716489415,656.6127707852347
3780,2021-01-29,D,D1,36,0.1189,25000,24854,12.82,0,0,6,0,9538,34.7,30,3,RENT,other,Joint App,0,0.738360459617036,2021,0.55,25500.0,0.1189,0.13494480294113081,0.2582642540187125,0.17494480294113082,0.35826425401871254,1,1,0,0,640.9701831896186,1226.7214639004694
3784,2025-05-08,B,B5,36,0.0677,10000,72090,20.62,0,4,17,0,6156,24.3,11,5,MORTGAGE,other,Individual,0,-0.8979714381575643,2025,0.35,10200.0,0.0677,0.09421924168856098,0.18032159548612156,0.13421924168856098,0.28032159548612157,1,1,0,0,170.9799574547174,327.2301726466455
3785,2028-06-21,B,B3,36,0.0738,15000,30181,9.44,1,0,4,0,17164,73.2,26,7,OWN,medical,Individual,0,1.1985186560321777,2028,0.35,15300.0,0.0738,0.11174799965061846,0.2138690274751864,0.15174799965061847,0.3138690274751864,1,1,0,0,255.01299204842863,488.05688489684775
3786,2022-07-23,G,G5,36,0.194,15000,79926,5.07,0,1,12,0,4865,29.1,8,0,RENT,debt_consolidation,Joint App,1,-0.26970071424568565,2022,0.85,15300.0,0.194,0.11808349412465038,0.22599422028375518,0.1580834941246504,0.3259942202837552,3,3,0,0,2277.788473571796,4381.955606529698
3789,2028-05-22,C,C2,36,0.0982,35000,104140,13.77,0,1,6,0,2457,45.3,20,2,RENT,other,Individual,0,0.6584429562505255,2028,0.45,35700.0,0.0982,0.1341597802362877,0.25676183748369036,0.1741597802362877,0.3567618374836904,1,1,0,0,748.0412061416938,1431.6394545681167
3794,2023-12-15,B,B2,36,0.0734,15000,48480,5.5,1,2,14,0,35722,51.2,32,4,OWN,credit_card,Joint App,0,-0.15257726018505652,2023,0.35,15300.0,0.0734,0.11056140349810052,0.21159805917205576,0.15056140349810052,0.31159805917205574,1,1,0,0,255.1080220436023,488.2387581537499
3795,2027-02-27,C,C3,36,0.1017,15000,41650,13.52,0,0,7,0,4988,27.3,24,1,MORTGAGE,home_improvement,Individual,0,0.4791662089923643,2027,0.45,15300.0,0.1017,0.12839015074183957,0.24571962596556282,0.16839015074183958,0.3457196259655628,1,1,0,0,319.57060617414965,611.6105430594429
3797,2024-05-13,B,B5,36,0.0797,15000,89859,21.46,0,1,7,0,4376,73.8,18,8,MORTGAGE,other,Individual,0,-0.6161909720070077,2024,0.35,15300.0,0.0797,0.13955438050520075,0.26708629892136254,0.17955438050520076,0.3670862989213626,1,1,0,0,253.6194784306777,485.3899073837503
3801,2027-08-26,B,B4,36,0.0719,10000,32627,23.4,0,4,4,0,36568,41.6,30,2,RENT,other,Individual,0,0.88949549604,2027,0.35,10200.0,0.0719,0.09821351273527586,0.18796603535890705,0.13821351273527585,0.2879660353589071,1,1,0,0,170.31001079802388,325.94799452824276
3802,2022-12-20,E,E2,60,0.1509,25000,35657,7.23,0,2,7,0,2398,50.8,15,0,MORTGAGE,debt_consolidation,Individual,0,-0.8727567460253252,2022,0.65,25500.0,0.1509,0.1410019462256807,0.2698567241085104,0.18100194622568072,0.36985672410851045,1,1,0,0,736.4481546948424,1409.4520807792364
3803,2026-01-03,B,B1,36,0.0779,25000,64154,22.07,0,0,14,0,13328,66.1,32,1,MORTGAGE,debt_consolidation,Individual,0,1.1131257793729337,2026,0.35,25500.0,0.0779,0.10431833346219241,0.19964975297226997,0.14431833346219242,0.29964975297227,1,1,0,0,423.40500179608915,810.3341110836427
3806,2026-08-01,D,D4,36,0.1207,20000,20751,16.72,0,2,13,0,5627,41.7,21,4,RENT,credit_card,Individual,0,1.3929013810765971,2026,0.55,20400.0,0.1207,0.1455262130737134,0.27851549700692646,0.18552621307371342,0.37851549700692644,1,1,0,0,511.95255677406215,979.8009429522515
3809,2022-01-24,F,F5,36,0.1779,20000,108542,2.0,0,3,10,0,2378,74.1,34,1,RENT,credit_card,Individual,1,-0.17446763393539308,2022,0.75,20400.0,0.1779,0.11890672435948145,0.22756976034050747,0.15890672435948144,0.32756976034050744,3,3,0,0,2817.8803234765533,5421.449986477807
3810,2023-04-19,A,A1,60,0.0518,25000,159129,9.49,1,0,9,0,16427,70.4,14,2,MORTGAGE,credit_card,Individual,0,-1.0032516636488436,2023,0.3,25500.0,0.0518,0.08511898842465171,0.1629050661395992,0.12511898842465172,0.2629050661395992,1,1,0,0,371.9242534724183,711.8076263850204
3812,2021-01-29,C,C5,60,0.0965,20000,60348,34.82,0,3,9,0,8963,34.4,9,8,MORTGAGE,small_business,Individual,0,0.738360459617036,2021,0.45,20400.0,0.0965,0.0920871480462231,0.1762410858107942,0.1320871480462231,0.2762410858107942,1,1,0,0,428.1148342569517,819.3480289266918
3813,2024-03-14,D,D5,36,0.1308,35000,137012,21.49,0,1,13,0,5905,59.4,27,9,MORTGAGE,debt_consolidation,Individual,0,0.36555810037088204,2024,0.55,35700.0,0.1308,0.11893905318080818,0.22763163288944063,0.15893905318080817,0.32763163288944064,1,1,0,0,887.9148860622656,1699.336845013733
3814,2020-12-30,B,B3,36,0.0745,25000,136504,11.22,0,5,9,0,16526,0.0,18,3,MORTGAGE,other,Individual,0,0.8640024985787829,2020,0.35,25500.0,0.0745,0.11041545174877185,0.21131872926203663,0.15041545174877186,0.31131872926203663,1,1,0,0,424.7447663434197,812.8982208813946
3815,2020-03-05,C,C3,36,0.0941,25000,91171,16.73,0,1,12,0,18072,25.1,1,5,MORTGAGE,other,Individual,0,-0.5106418161612168,2020,0.45,25500.0,0.0941,0.11485394749725568,0.21981334905074737,0.15485394749725567,0.3198133490507474,1,1,0,0,536.3174250099939,1026.4316718285777
3817,2021-02-28,C,C5,36,0.1006,25000,32886,15.84,1,0,12,0,9542,71.3,27,5,MORTGAGE,debt_consolidation,Individual,0,1.3797391395716763,2021,0.45,25500.0,0.1006,0.10034474388767817,0.19204489435695785,0.14034474388767817,0.29204489435695785,1,1,0,0,533.1500042735183,1020.3697002976985
3818,2026-01-03,C,C3,36,0.092,20000,56417,15.94,0,2,8,0,5338,52.0,31,6,MORTGAGE,other,Individual,0,1.1131257793729337,2026,0.45,20400.0,0.092,0.14958491776295985,0.28628325327470777,0.18958491776295985,0.3862832532747078,1,1,0,0,429.8790437387798,822.7244631118292
3819,2023-07-18,G,G4,36,0.209,25000,165916,14.35,0,2,6,0,12671,62.7,17,7,OWN,small_business,Individual,0,0.13155948665863537,2023,0.85,25500.0,0.209,0.1668551150861173,0.31933583871119176,0.2068551150861173,0.41933583871119173,1,1,0,0,916.7671362887953,1754.555754665012
3820,2027-03-29,C,C2,36,0.1052,10000,101167,24.26,0,0,14,0,3824,100.0,23,2,OWN,other,Individual,0,0.27590919321032803,2027,0.45,10200.0,0.1052,0.12111732018517588,0.23180051150258751,0.16111732018517588,0.3318005115025875,1,1,0,0,212.3723831717099,406.4491104406974
3823,2022-06-23,B,B2,36,0.0732,20000,151701,27.56,0,1,10,0,19492,56.9,17,2,RENT,other,Individual,0,0.13633167627753218,2022,0.35,20400.0,0.0732,0.09923756087779413,0.18992591098095754,0.13923756087779413,0.28992591098095755,1,1,0,0,340.20741814089047,651.1063274968756
3825,2023-02-18,G,G1,36,0.1866,15000,71838,15.98,0,1,8,0,10489,80.8,36,5,MORTGAGE,debt_consolidation,Individual,0,-1.8820712785372882,2023,0.85,15300.0,0.1866,0.1532530292049191,0.29330347224252074,0.1932530292049191,0.3933034722425207,1,1,0,0,560.4440255047128,1072.6063917360525
3826,2027-04-28,B,B5,36,0.073,15000,73036,5.41,1,1,8,0,5239,25.7,17,3,MORTGAGE,debt_consolidation,Individual,0,0.09979918103131524,2027,0.35,15300.0,0.073,0.10629302044150783,0.20342900973887434,0.14629302044150783,0.3034290097388743,1,1,0,0,255.20312289058964,488.4207670104708
3828,2022-06-23,A,A1,36,0.0459,25000,48718,11.98,0,0,9,0,6201,39.6,12,2,RENT,debt_consolidation,Individual,0,0.13633167627753218,2022,0.3,25500.0,0.0459,0.09183132167195539,0.17575147223347556,0.13183132167195538,0.27575147223347557,1,1,0,0,374.0223059587815,715.8229863579353
3829,2024-04-13,E,E5,36,0.149,35000,41096,10.99,0,1,9,0,15018,84.6,23,0,MORTGAGE,credit_card,Individual,1,-0.7945806660950429,2024,0.65,35700.0,0.149,0.13187337850034397,0.2523860050999994,0.17187337850034398,0.3523860050999994,3,3,0,0,4654.490985670711,8956.45697633929
3831,2027-03-29,G,G3,36,0.2019,20000,74071,22.31,0,0,16,0,4304,38.8,7,4,MORTGAGE,debt_consolidation,Individual,0,0.27590919321032803,2027,0.85,20400.0,0.2019,0.11024775484218592,0.21099778235977204,0.15024775484218592,0.31099778235977205,1,1,0,0,737.7462136771137,1411.9363723371328
3833,2026-01-03,A,A4,60,0.0423,35000,87800,5.63,0,0,12,0,28554,0.0,31,3,RENT,debt_consolidation,Individual,0,1.1131257793729337,2026,0.3,35700.0,0.0423,0.09674773569748304,0.18516075642283372,0.13674773569748305,0.2851607564228337,1,1,0,0,525.4397982569369,1005.6135143475682
3834,2024-01-14,D,D1,36,0.1183,25000,141059,9.37,0,0,9,0,3168,76.3,17,5,RENT,debt_consolidation,Individual,0,0.8684701046387879,2024,0.55,25500.0,0.1183,0.12175660403913638,0.23302400558350697,0.1617566040391364,0.333024005583507,1,1,0,0,641.3140820628313,1227.379635123165
3836,2024-12-09,B,B3,36,0.0787,25000,102245,22.94,0,2,7,0,23189,34.7,16,2,OWN,debt_consolidation,Individual,0,-0.343186505084371,2024,0.35,25500.0,0.0787,0.12166905019301098,0.23285644056237823,0.16166905019301098,0.33285644056237823,1,1,0,0,423.09099048484705,809.7331402030765
3838,2023-03-20,D,D2,36,0.1335,15000,38601,29.6,0,0,15,0,9887,39.4,23,2,RENT,debt_consolidation,Individual,0,-1.07211058385116,2023,0.55,15300.0,0.1335,0.13294459137715053,0.25443614699871614,0.17294459137715054,0.3544361469987162,1,1,0,0,379.6285159087063,726.5524372077117
3839,2028-02-22,D,D1,36,0.1182,20000,57414,15.84,1,0,6,0,24320,54.0,32,5,RENT,credit_card,Individual,0,2.816312336426735,2028,0.55,20400.0,0.1182,0.12688796038846453,0.24284465736689986,0.16688796038846454,0.34284465736689984,1,1,0,0,513.0971475377315,981.9915191974496
3840,2028-01-23,B,B5,36,0.0797,25000,89913,38.5,1,2,12,1,29482,22.8,18,5,MORTGAGE,debt_consolidation,Individual,0,1.249453603622789,2028,0.35,25500.0,0.0797,0.11282930149462692,0.21593847815446696,0.15282930149462692,0.31593847815446696,1,1,0,0,422.6991307177962,808.9831789729171
3841,2026-11-29,E,E4,60,0.1497,20000,94359,20.36,0,1,8,1,14176,28.7,22,2,RENT,other,Individual,0,1.746295027185137,2026,0.65,20400.0,0.1497,0.12236904250423435,0.23419612158852193,0.16236904250423434,0.33419612158852197,1,1,0,0,589.7734582853226,1128.7385577238051
3842,2021-09-26,B,B4,36,0.078,35000,144380,23.09,0,0,14,0,6076,51.7,21,7,OWN,credit_card,Individual,0,0.3617257774242203,2021,0.35,35700.0,0.078,0.10813428503571064,0.20695291593243337,0.14813428503571063,0.30695291593243335,1,1,0,0,592.7120148519539,1134.3625173208552
3843,2022-08-22,A,A3,36,0.0381,35000,50472,25.54,2,1,9,0,11604,30.3,25,2,MORTGAGE,credit_card,Individual,0,-1.2187017380828626,2022,0.3,35700.0,0.0381,0.09963650048203831,0.19068942196502703,0.13963650048203832,0.290689421965027,1,1,0,0,527.5656504413885,1009.6820788021099
3845,2027-07-27,A,A3,36,0.0537,10000,60542,14.05,0,0,8,1,4317,80.7,22,7,MORTGAGE,debt_consolidation,Individual,0,0.534929239614959,2027,0.3,10200.0,0.0537,0.08345242043762856,0.15971550323269892,0.12345242043762855,0.25971550323269893,1,1,0,0,148.5014443588458,284.20964655281944
3846,2021-06-28,B,B3,60,0.0747,10000,158818,30.6,1,3,17,0,1718,9.5,26,8,MORTGAGE,credit_card,Individual,0,-1.0279611873440095,2021,0.35,10200.0,0.0747,0.12655665521872672,0.24221058861693692,0.16655665521872673,0.34221058861693693,1,1,0,0,169.8662888009694,325.0987767142676
3847,2025-07-07,C,C4,60,0.1063,20000,79952,12.39,1,0,10,0,19254,66.4,1,0,MORTGAGE,debt_consolidation,Individual,0,-1.074416383347664,2025,0.45,20400.0,0.1063,0.13429160386202554,0.25701412826941317,0.17429160386202555,0.35701412826941314,1,1,0,0,424.3224403532021,812.0899518377632
3849,2025-02-07,B,B4,60,0.0702,20000,63737,18.08,1,3,12,0,1211,72.9,21,5,RENT,debt_consolidation,Individual,0,-1.1975815924567694,2025,0.35,20400.0,0.0702,0.12128476993515812,0.23212098538392437,0.1612847699351581,0.33212098538392437,1,1,0,0,341.16109245823543,652.9315180990907
3851,2025-01-08,C,C1,36,0.095,15000,29300,15.03,0,0,9,1,4357,42.3,34,3,RENT,other,Individual,0,-0.9160160250115243,2025,0.45,15300.0,0.095,0.14578159970519242,0.2790042689820432,0.18578159970519242,0.3790042689820432,1,1,0,0,321.525969700512,615.352817615149
3855,2021-07-28,B,B3,36,0.0789,15000,71939,9.31,1,1,9,1,8208,42.7,20,7,MORTGAGE,small_business,Individual,0,-1.0840362883307137,2021,0.35,15300.0,0.0789,0.09955212038071658,0.19052793101875184,0.13955212038071657,0.29052793101875185,1,1,0,0,253.80753625136964,485.7498220430394
3856,2024-09-10,D,D2,36,0.1225,20000,109087,27.01,0,3,9,0,10453,67.1,28,10,RENT,credit_card,Individual,0,-0.7994046875533118,2024,0.55,20400.0,0.1225,0.15998816239029873,0.30619351402202943,0.19998816239029873,0.4061935140220294,1,1,0,0,511.1316083533999,978.2297699479626
3860,2020-12-30,D,D3,60,0.1206,20000,74331,29.31,0,0,6,0,3767,72.6,23,8,MORTGAGE,debt_consolidation,Individual,0,0.8640024985787829,2020,0.55,20400.0,0.1206,0.12943336638872152,0.2477161853361386,0.16943336638872153,0.3477161853361386,1,1,0,0,511.99824234935875,979.8883783389149
