loan_id,issue_date,grade,sub_grade,term,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,home_ownership,purpose,application_type,default_12m,origination_z
4409,2018-07-14,E,E1,36,0.1559,20000,400943,3.95,0,2,17,0,4388,28.1,31,7,MORTGAGE,debt_consolidation,Individual,0,-0.3338302122351335
4410,2019-05-10,D,D5,60,0.1257,15000,77853,9.55,0,3,13,0,947,35.2,19,6,MORTGAGE,home_improvement,Individual,1,-0.20674311203968995
4411,2016-08-23,D,D1,36,0.1428,20000,20000,23.92,0,1,9,0,30803,88.6,23,5,MORTGAGE,other,Individual,0,-0.49936387131468807
4412,2023-01-19,C,C1,36,0.0976,25000,35473,29.71,0,0,18,0,4917,17.5,23,5,MORTGAGE,home_improvement,Individual,0,-1.9948395105550283
4413,2019-07-09,C,C5,36,0.1019,20000,76895,9.3,1,0,10,0,70340,10.0,8,2,MORTGAGE,home_improvement,Individual,0,-0.033669241580199946
4414,2024-10-10,B,B4,36,0.071,25000,65673,19.65,0,2,15,0,5060,37.5,15,9,MORTGAGE,medical,Individual,0,-1.5101057658633692
4415,2021-08-27,A,A1,36,0.0557,15000,59133,7.81,0,2,4,0,6511,45.5,22,0,RENT,credit_card,Individual,0,0.434114754291831
4416,2020-12-30,E,E5,60,0.1527,20000,59707,20.49,0,1,9,0,14096,36.3,34,4,MORTGAGE,credit_card,Individual,0,0.8640024985787829
4417,2021-05-29,F,F1,36,0.1707,35000,42222,12.21,0,2,9,0,47057,43.2,16,5,RENT,other,Individual,0,0.6214170320520574
4418,2017-02-19,E,E1,36,0.1489,20000,79836,19.65,0,0,7,0,55165,85.2,20,3,RENT,debt_consolidation,Individual,0,-1.098816712927144
4419,2024-10-10,B,B5,36,0.0824,20000,139950,7.09,0,1,7,0,7990,17.0,30,5,MORTGAGE,other,Individual,1,-1.5101057658633692
4420,2016-05-25,A,A2,36,0.0568,25000,168540,3.3,1,0,11,0,7317,39.8,28,2,RENT,home_improvement,Joint App,0,-0.6887349229081888
4421,2024-11-09,B,B2,36,0.0684,25000,165932,45.88,0,2,10,0,4387,80.1,34,3,MORTGAGE,debt_consolidation,Individual,0,-0.6415751161587422
4422,2028-08-20,E,E4,60,0.1482,20000,38421,18.62,1,1,10,0,51357,88.0,28,2,RENT,debt_consolidation,Individual,0,1.898669330995927
4423,2025-06-07,C,C4,36,0.1096,20000,64282,37.21,0,1,8,1,15607,53.4,24,4,RENT,debt_consolidation,Individual,0,-0.019826101031090282
4424,2021-03-30,G,G3,36,0.1997,20000,54695,31.58,0,2,15,1,4284,0.0,25,9,RENT,debt_consolidation,Individual,0,0.9199964836208514
4425,2019-04-10,B,B5,36,0.0764,20000,90014,3.28,0,1,6,1,20445,64.7,33,6,MORTGAGE,debt_consolidation,Individual,0,0.16586257636631224
4426,2026-11-29,C,C1,60,0.1056,20000,62109,21.26,0,1,11,0,15565,66.1,16,1,RENT,debt_consolidation,Individual,0,1.746295027185137
4427,2018-06-14,D,D5,36,0.1188,20000,57414,6.35,0,1,9,0,4003,53.9,28,4,MORTGAGE,debt_consolidation,Individual,1,-0.9966884154244455
4428,2021-07-28,B,B2,36,0.0708,10000,144662,15.33,1,2,8,0,4719,34.5,18,4,MORTGAGE,small_business,Individual,1,-1.0840362883307137
4429,2025-07-07,G,G4,60,0.1989,25000,68613,1.04,0,5,2,0,2468,27.1,18,3,RENT,home_improvement,Joint App,1,-1.074416383347664
4430,2027-08-26,C,C2,36,0.1065,20000,69594,3.83,0,1,10,0,25134,68.3,24,3,MORTGAGE,home_improvement,Individual,0,0.88949549604
4431,2027-07-27,A,A2,36,0.0556,15000,81586,10.31,0,2,8,0,4624,55.6,22,8,RENT,credit_card,Individual,0,0.534929239614959
4432,2016-02-25,A,A2,36,0.0541,15000,94282,13.09,0,1,12,0,2363,72.8,16,0,MORTGAGE,home_improvement,Individual,0,-0.15705998399462762
4433,2027-04-28,E,E3,36,0.1498,20000,94581,18.35,0,1,23,0,34706,38.6,20,6,MORTGAGE,home_improvement,Individual,0,0.09979918103131524
4434,2016-07-24,C,C5,36,0.1061,20000,152637,8.67,0,0,11,0,10959,57.0,21,0,RENT,debt_consolidation,Individual,0,-0.3808593576850513
4435,2022-12-20,D,D1,36,0.1247,25000,32050,19.34,0,0,12,0,921,18.9,26,5,RENT,home_improvement,Individual,0,-0.8727567460253252
4436,2027-09-25,D,D4,36,0.1284,20000,77698,28.22,0,0,7,0,16140,84.0,22,2,OWN,credit_card,Individual,0,0.5812874259936587
4437,2023-12-15,B,B5,36,0.0801,25000,61441,20.47,0,1,11,0,1130,90.0,25,6,MORTGAGE,other,Individual,0,-0.15257726018505652
4438,2027-12-24,D,D4,36,0.134,10000,55086,17.39,0,1,10,0,3496,44.6,25,10,MORTGAGE,debt_consolidation,Individual,0,2.264407738002293
4439,2019-09-07,F,F5,36,0.1752,20000,98609,21.07,2,1,7,0,12373,0.3,16,4,MORTGAGE,debt_consolidation,Individual,0,-0.01551285866846519
4440,2019-04-10,A,A1,60,0.0487,20000,132619,5.09,1,1,7,0,12015,75.7,25,9,MORTGAGE,home_improvement,Individual,0,0.16586257636631224
4441,2019-06-09,D,D2,60,0.132,20000,46942,26.57,1,3,12,0,3667,97.0,1,7,RENT,debt_consolidation,Individual,0,0.019416890662816377
4442,2019-11-06,B,B3,36,0.0824,35000,164383,7.22,0,0,8,1,2088,36.7,39,6,MORTGAGE,debt_consolidation,Individual,0,-0.44911759296945697
4443,2024-05-13,B,B3,36,0.0728,35000,29576,31.97,0,0,7,0,47721,36.4,41,1,RENT,small_business,Individual,0,-0.6161909720070077
4444,2021-02-28,B,B2,60,0.07,15000,89929,24.94,0,3,16,0,35185,36.5,23,8,MORTGAGE,debt_consolidation,Individual,0,1.3797391395716763
4445,2025-02-07,E,E2,36,0.1566,10000,39825,23.01,0,1,17,0,5897,38.0,16,6,RENT,debt_consolidation,Individual,0,-1.1975815924567694
4446,2020-09-01,A,A5,36,0.0423,35000,45668,23.4,0,1,7,0,7455,72.8,26,1,MORTGAGE,credit_card,Individual,0,0.8193905637940778
4447,2019-03-11,B,B2,60,0.067,15000,67183,17.98,2,2,15,0,3776,57.8,10,2,MORTGAGE,small_business,Individual,0,-0.2330716866497413
4448,2017-07-19,D,D5,36,0.1242,35000,52197,10.92,0,4,4,0,5837,18.3,34,3,RENT,other,Individual,1,-0.7127402160462393
4449,2022-07-23,A,A1,60,0.0505,15000,20000,9.52,0,3,7,1,7834,38.1,26,2,RENT,debt_consolidation,Individual,0,-0.26970071424568565
4450,2027-04-28,D,D3,36,0.1197,20000,90985,33.76,0,0,6,0,16724,52.5,15,4,RENT,debt_consolidation,Individual,0,0.09979918103131524
4451,2026-09-30,F,F4,60,0.1761,10000,99808,18.93,0,1,8,0,1444,29.2,11,6,MORTGAGE,other,Individual,0,0.1022325365530995
4452,2018-06-14,A,A5,36,0.0513,20000,59489,7.97,0,0,10,0,11682,56.0,1,4,MORTGAGE,debt_consolidation,Joint App,0,-0.9966884154244455
4453,2021-06-28,A,A4,60,0.0476,15000,56973,22.65,0,2,5,0,36676,48.1,26,5,OWN,medical,Joint App,0,-1.0279611873440095
4454,2024-08-11,G,G1,36,0.2102,20000,52947,21.09,0,0,9,1,5450,72.9,7,1,RENT,credit_card,Individual,0,-0.11140897324744892
4455,2023-05-19,B,B4,60,0.0771,35000,25357,15.04,0,0,7,0,2850,63.8,18,8,RENT,other,Individual,1,-1.3658245835329421
4456,2015-11-27,A,A2,60,0.0556,15000,23923,9.92,0,2,11,1,23136,33.7,21,7,RENT,debt_consolidation,Individual,0,0.6378558691372317
4457,2023-01-19,F,F5,36,0.1677,20000,101127,24.62,1,1,11,0,2561,46.1,17,10,MORTGAGE,credit_card,Individual,0,-1.9948395105550283
4458,2015-06-30,F,F4,36,0.1677,15000,116742,26.51,1,3,16,0,2058,25.8,9,1,OWN,other,Individual,0,-0.6299581553720792
4459,2016-07-24,C,C1,36,0.1023,20000,90255,20.9,1,1,3,0,1221,96.6,22,1,RENT,credit_card,Individual,1,-0.3808593576850513
4460,2023-12-15,C,C2,60,0.1093,15000,80076,18.64,0,1,15,0,12671,62.0,22,1,MORTGAGE,debt_consolidation,Individual,0,-0.15257726018505652
4461,2016-05-25,F,F5,36,0.17,25000,99971,10.96,0,0,15,0,2157,10.2,20,8,OWN,medical,Individual,0,-0.6887349229081888
4462,2019-08-08,C,C5,36,0.1007,25000,96375,22.32,0,2,8,1,1403,39.1,37,0,RENT,other,Individual,0,-0.6837847269768917
4463,2023-01-19,C,C4,36,0.0938,35000,42205,12.29,0,1,9,0,8806,4.4,39,3,RENT,debt_consolidation,Individual,0,-1.9948395105550283
4464,2023-12-15,E,E2,36,0.1464,35000,73459,6.55,1,3,12,0,2597,34.4,20,0,RENT,debt_consolidation,Individual,0,-0.15257726018505652
4465,2021-01-29,C,C2,36,0.101,15000,55232,28.13,0,1,15,0,13953,46.9,29,5,MORTGAGE,debt_consolidation,Individual,0,0.738360459617036
4466,2016-03-26,C,C4,36,0.0975,15000,55635,8.73,0,1,2,0,12764,66.5,17,5,RENT,credit_card,Individual,0,-0.5648920355292593
4467,2025-12-04,B,B3,60,0.0685,10000,121692,0.93,1,1,9,0,8255,70.1,8,6,MORTGAGE,debt_consolidation,Individual,0,1.0705250345671091
4468,2027-12-24,C,C2,36,0.0934,25000,154539,29.78,0,1,12,0,3490,10.8,25,4,MORTGAGE,debt_consolidation,Individual,1,2.264407738002293
4469,2027-02-27,C,C2,36,0.0906,15000,20000,2.3,1,2,11,0,17144,49.4,9,1,RENT,debt_consolidation,Individual,0,0.4791662089923643
4470,2025-04-08,B,B1,36,0.0774,25000,56491,14.49,0,1,11,0,1830,53.0,31,6,MORTGAGE,debt_consolidation,Individual,0,-0.8429740314437861
4471,2020-07-03,C,C3,60,0.103,35000,54888,8.14,2,1,4,0,24042,47.1,21,5,RENT,home_improvement,Individual,0,0.37947831750372485
4472,2026-12-29,E,E3,60,0.153,15000,123124,11.49,1,1,8,0,6024,7.4,19,5,OWN,debt_consolidation,Individual,0,1.1147844605511497
4473,2021-08-27,B,B3,36,0.0705,15000,29273,38.02,0,1,9,0,6925,24.6,13,2,MORTGAGE,small_business,Individual,0,0.434114754291831
4474,2016-10-22,A,A5,60,0.055,20000,20000,17.09,0,0,7,0,11044,40.4,21,6,MORTGAGE,credit_card,Individual,0,-0.042347293196154545
4475,2026-08-31,B,B4,36,0.0785,20000,102094,21.24,0,2,15,0,27861,64.3,18,7,RENT,debt_consolidation,Individual,0,0.8443061635429892
4476,2019-05-10,B,B3,36,0.075,20000,110387,25.11,0,0,9,0,10373,21.8,7,2,RENT,debt_consolidation,Individual,0,-0.20674311203968995
4477,2027-10-25,D,D2,36,0.1242,15000,24365,12.18,0,0,7,0,4854,31.1,19,0,MORTGAGE,other,Individual,0,1.4018788803237672
4478,2020-01-05,C,C4,60,0.0968,35000,60701,27.68,0,1,18,0,13766,38.4,21,7,RENT,medical,Joint App,0,0.4386741688129359
4479,2026-11-29,B,B5,60,0.076,25000,150804,21.38,0,2,12,0,23870,4.1,26,0,MORTGAGE,debt_consolidation,Individual,0,1.746295027185137
4480,2022-04-24,E,E1,60,0.1581,15000,35926,24.78,0,0,11,0,21422,35.1,17,1,RENT,other,Individual,0,-1.3985992399883989
4481,2021-05-29,A,A2,60,0.0557,10000,68714,11.48,0,1,10,0,9527,54.5,21,2,MORTGAGE,medical,Individual,0,0.6214170320520574
4482,2019-01-10,A,A1,36,0.0487,25000,85950,22.0,3,2,8,0,9788,20.6,17,2,MORTGAGE,debt_consolidation,Individual,0,0.4868647868918664
4483,2026-06-02,E,E2,36,0.1527,10000,29641,17.92,0,1,7,0,11492,32.9,17,7,MORTGAGE,other,Individual,0,1.1963120653821235
4484,2015-10-28,C,C1,36,0.0945,35000,47668,28.17,0,2,6,0,18153,30.2,18,8,MORTGAGE,credit_card,Individual,1,0.14886943926790308
4485,2021-05-29,D,D3,36,0.1287,20000,25647,13.14,1,0,9,0,6806,60.9,24,8,MORTGAGE,medical,Individual,0,0.6214170320520574
4486,2020-01-05,E,E5,36,0.1458,35000,59376,36.29,0,1,4,0,9275,3.4,18,2,RENT,small_business,Individual,0,0.4386741688129359
4487,2022-05-24,F,F5,36,0.1785,25000,42070,21.05,1,1,14,0,9011,30.9,19,9,OWN,other,Individual,0,-0.8952212737132944
4488,2018-06-14,A,A2,36,0.0648,35000,72865,16.87,0,1,8,0,1919,83.0,30,1,MORTGAGE,credit_card,Individual,0,-0.9966884154244455
4489,2024-01-14,D,D4,36,0.1221,25000,92161,15.82,0,2,14,0,4217,72.9,22,5,RENT,credit_card,Individual,0,0.8684701046387879
4490,2020-04-04,D,D2,36,0.1396,20000,139509,17.94,0,1,7,0,21433,71.1,29,5,RENT,debt_consolidation,Individual,0,-0.4636820525727293
4491,2017-07-19,B,B2,36,0.0775,15000,234426,12.34,0,1,12,0,56386,79.0,7,9,RENT,debt_consolidation,Individual,0,-0.7127402160462393
4492,2017-08-18,F,F4,36,0.1713,25000,72866,24.0,0,1,5,0,8510,20.7,36,6,MORTGAGE,home_improvement,Individual,1,-0.35223126085135503
4493,2024-07-12,B,B4,36,0.071,20000,54613,17.89,0,2,8,0,7026,76.7,24,10,RENT,credit_card,Individual,0,-0.775574809435447
4494,2018-07-14,E,E3,36,0.1618,20000,52895,35.49,0,0,8,0,4569,0.0,20,2,RENT,debt_consolidation,Individual,0,-0.3338302122351335
4495,2019-03-11,C,C1,36,0.1025,20000,38233,14.1,0,2,11,0,708,31.0,28,7,RENT,medical,Individual,0,-0.2330716866497413
4496,2023-07-18,C,C3,60,0.0972,15000,83168,16.91,2,0,5,0,37680,60.6,36,8,RENT,debt_consolidation,Individual,0,0.13155948665863537
4497,2019-07-09,A,A2,36,0.049,20000,49511,14.09,0,2,16,0,3615,49.7,14,6,MORTGAGE,credit_card,Individual,0,-0.033669241580199946
4498,2020-04-04,F,F1,36,0.1772,15000,86428,34.82,0,1,10,1,1507,50.5,4,2,MORTGAGE,debt_consolidation,Individual,0,-0.4636820525727293
4499,2018-04-15,C,C1,36,0.1,20000,38908,4.99,0,0,10,0,10746,20.7,23,4,RENT,home_improvement,Individual,0,-0.6269980670154784
4500,2019-09-07,A,A3,36,0.0517,20000,50302,18.84,0,1,5,0,7936,0.0,7,6,MORTGAGE,debt_consolidation,Joint App,0,-0.01551285866846519
4501,2024-06-12,A,A1,36,0.0589,35000,82449,20.82,0,3,12,0,67467,54.5,12,7,RENT,medical,Individual,0,-0.5405775159162597
4502,2022-04-24,D,D4,36,0.1194,20000,60684,7.85,0,2,15,0,12989,70.1,40,2,RENT,small_business,Individual,1,-1.3985992399883989
4503,2028-08-20,A,A1,36,0.0532,35000,22605,41.79,0,0,7,0,39059,47.6,12,1,RENT,other,Individual,0,1.898669330995927
4504,2025-07-07,C,C2,36,0.0996,35000,64459,9.62,1,2,8,0,16383,51.0,10,8,RENT,debt_consolidation,Individual,0,-1.074416383347664
4505,2015-03-02,D,D5,36,0.1225,10000,41821,18.3,1,0,9,0,4404,54.1,28,7,RENT,debt_consolidation,Individual,0,0.4804590589789452
4506,2020-03-05,B,B4,36,0.0804,20000,124483,33.16,0,1,9,0,99027,23.7,28,8,RENT,debt_consolidation,Individual,0,-0.5106418161612168
4507,2018-12-11,C,C3,36,0.0927,15000,110885,14.62,0,0,7,0,40876,40.9,34,10,RENT,debt_consolidation,Individual,0,0.17831549917173733
4508,2023-01-19,B,B1,60,0.0632,35000,20000,19.29,0,2,12,0,14266,15.1,8,5,OWN,home_improvement,Individual,0,-1.9948395105550283
4509,2018-08-13,F,F1,36,0.1761,20000,101009,14.9,0,0,15,0,24510,70.4,19,0,RENT,debt_consolidation,Joint App,0,-0.7607361323970863
4510,2028-03-23,E,E5,60,0.1493,10000,80519,17.52,0,0,10,0,11420,0.0,27,9,MORTGAGE,credit_card,Individual,0,2.3135719586995656
4511,2019-01-10,B,B4,36,0.0682,15000,28736,27.73,0,1,7,0,10148,38.0,17,4,MORTGAGE,small_business,Individual,0,0.4868647868918664
4512,2022-02-23,C,C5,60,0.0914,25000,105368,14.21,0,2,6,0,13147,88.1,34,10,RENT,debt_consolidation,Individual,0,0.8825109315789375
4513,2016-08-23,C,C5,36,0.1097,10000,32151,0.0,0,0,20,0,66180,56.6,17,2,MORTGAGE,home_improvement,Individual,0,-0.49936387131468807
4514,2027-05-28,G,G1,60,0.2023,20000,122039,17.7,0,0,9,0,27702,16.3,19,7,MORTGAGE,other,Individual,0,-0.3947415538026391
4515,2027-06-27,B,B5,60,0.0751,35000,45557,18.57,0,1,13,0,8009,55.5,18,1,RENT,home_improvement,Individual,0,-0.204293096838698
4516,2025-11-04,C,C3,36,0.111,10000,28203,19.76,0,0,4,0,10100,64.9,32,9,MORTGAGE,other,Individual,1,1.2003611313641296
4517,2019-10-07,F,F4,36,0.1801,25000,208679,16.35,0,1,7,0,1678,48.9,25,0,MORTGAGE,debt_consolidation,Individual,0,-0.7215593593260395
4518,2015-09-28,A,A3,36,0.0588,25000,27768,10.24,0,0,15,0,9274,59.1,18,5,MORTGAGE,medical,Individual,0,-0.6571305960492191
4519,2024-09-10,C,C4,60,0.0941,20000,41723,15.79,1,0,7,0,15019,14.0,14,4,OWN,debt_consolidation,Individual,0,-0.7994046875533118
4520,2020-10-31,A,A5,36,0.0439,15000,46475,33.89,1,2,7,0,12184,27.5,23,3,RENT,home_improvement,Individual,0,0.7011391467379748
4521,2028-07-21,C,C5,60,0.1031,15000,50590,17.62,1,2,12,0,9881,53.2,25,4,MORTGAGE,credit_card,Individual,0,1.6156502537022346
4522,2024-07-12,B,B3,36,0.0771,35000,95460,23.88,2,1,8,0,4139,36.7,24,2,RENT,debt_consolidation,Individual,0,-0.775574809435447
4523,2022-04-24,G,G2,36,0.2062,25000,67103,8.7,0,1,13,0,19927,33.8,22,4,RENT,home_improvement,Individual,1,-1.3985992399883989
4524,2028-06-21,B,B4,36,0.0668,20000,112928,15.38,0,0,8,0,22344,19.4,24,5,MORTGAGE,home_improvement,Individual,0,1.1985186560321777
4525,2025-12-04,A,A3,36,0.0535,25000,79753,8.99,0,2,10,0,8748,79.8,16,2,RENT,debt_consolidation,Individual,0,1.0705250345671091
4526,2021-03-30,E,E2,36,0.1549,15000,25899,29.64,0,2,13,0,8769,47.3,23,4,MORTGAGE,credit_card,Individual,0,0.9199964836208514
4527,2015-04-01,E,E4,60,0.1547,15000,87953,4.0,0,0,9,1,7840,69.3,20,7,RENT,debt_consolidation,Individual,0,0.06232608743951784
4528,2016-03-26,D,D1,36,0.123,15000,73919,21.35,0,0,5,0,11008,0.0,12,2,RENT,small_business,Individual,1,-0.5648920355292593
4529,2021-01-29,D,D3,36,0.1276,25000,46101,21.07,0,1,9,0,13633,68.3,22,5,MORTGAGE,other,Individual,0,0.738360459617036
4530,2022-08-22,B,B4,60,0.0711,20000,203351,20.48,0,2,7,0,1532,16.5,22,1,MORTGAGE,debt_consolidation,Individual,0,-1.2187017380828626
4531,2015-05-31,C,C5,60,0.0985,20000,90829,0.0,0,1,9,0,5008,38.1,10,9,RENT,medical,Individual,0,-1.4554384943306125
4532,2016-09-22,A,A4,36,0.0448,15000,109107,0.0,0,3,11,0,2240,49.7,30,6,RENT,credit_card,Individual,0,0.4459980552593449
4533,2024-08-11,B,B5,60,0.0712,25000,111219,19.05,0,0,11,0,4640,94.4,17,1,RENT,credit_card,Individual,1,-0.11140897324744892
4534,2025-04-08,F,F5,36,0.1738,25000,51591,9.69,0,1,14,0,27196,90.3,22,10,RENT,small_business,Individual,1,-0.8429740314437861
4535,2015-05-01,D,D2,36,0.1225,20000,92088,12.21,1,0,7,0,2966,43.2,15,6,MORTGAGE,debt_consolidation,Joint App,0,-0.4499093477673273
4536,2021-11-25,B,B5,36,0.0712,15000,77339,14.18,1,1,10,0,1620,55.5,20,2,RENT,small_business,Joint App,0,-0.13446258183354565
4537,2016-01-26,A,A2,60,0.0435,20000,47847,8.52,0,3,16,0,2110,29.9,41,10,OWN,debt_consolidation,Individual,0,0.048900346546989326
4538,2024-11-09,F,F4,36,0.1848,15000,33198,6.97,0,2,12,0,10456,46.0,26,4,RENT,debt_consolidation,Individual,0,-0.6415751161587422
4539,2026-06-02,A,A2,36,0.0475,15000,65872,18.0,0,1,14,0,16348,44.5,19,0,MORTGAGE,other,Individual,0,1.1963120653821235
4540,2026-11-29,B,B3,60,0.0766,20000,89765,0.85,1,0,10,0,8180,53.0,11,8,OWN,debt_consolidation,Individual,1,1.746295027185137
4541,2023-02-18,B,B4,60,0.0662,20000,65583,13.45,2,0,14,0,990,31.0,18,5,RENT,debt_consolidation,Individual,0,-1.8820712785372882
4542,2023-08-17,A,A5,36,0.0568,25000,58798,11.99,0,2,10,0,3925,57.3,17,9,MORTGAGE,debt_consolidation,Individual,0,-0.15072524015949562
4543,2027-08-26,B,B5,36,0.0758,15000,65985,17.79,0,3,5,0,41095,54.2,25,5,MORTGAGE,debt_consolidation,Individual,0,0.88949549604
4544,2023-05-19,G,G5,60,0.1978,15000,55509,39.48,1,1,13,0,8803,18.2,15,2,OWN,debt_consolidation,Individual,0,-1.3658245835329421
4545,2021-01-29,B,B3,36,0.0728,20000,152400,9.16,0,1,12,1,992,42.3,28,1,MORTGAGE,other,Individual,0,0.738360459617036
4546,2025-05-08,C,C5,60,0.1043,25000,75416,21.66,1,0,11,0,3497,31.7,20,2,MORTGAGE,debt_consolidation,Individual,0,-0.8979714381575643
4547,2023-01-19,D,D1,36,0.1102,20000,49741,19.99,1,1,7,0,994,95.9,9,2,MORTGAGE,home_improvement,Individual,0,-1.9948395105550283
4548,2026-07-02,C,C5,60,0.0959,20000,24046,23.04,1,1,17,0,4912,77.0,31,0,MORTGAGE,small_business,Individual,1,1.4657484609573224
4549,2022-02-23,D,D2,36,0.1244,15000,58318,16.08,0,0,14,0,8954,69.6,18,2,OWN,home_improvement,Joint App,0,0.8825109315789375
4550,2026-11-29,D,D3,36,0.1243,20000,47329,30.97,0,0,8,1,6797,32.6,14,4,RENT,debt_consolidation,Individual,0,1.746295027185137
4551,2015-07-30,C,C5,36,0.1125,35000,46372,24.17,0,1,16,0,5395,91.1,21,4,OWN,medical,Individual,0,-0.4948050089808375
4552,2015-06-30,C,C4,36,0.0983,15000,109160,24.31,0,3,16,0,64278,36.4,25,0,MORTGAGE,other,Individual,0,-0.6299581553720792
4553,2016-04-25,D,D5,60,0.13,20000,67913,5.27,0,1,10,0,9973,27.3,17,1,MORTGAGE,debt_consolidation,Individual,0,-0.43730334634110984
4554,2022-07-23,D,D4,60,0.1341,10000,25765,18.87,2,2,7,0,5614,100.0,27,4,MORTGAGE,other,Individual,0,-0.26970071424568565
4555,2024-09-10,D,D4,60,0.1284,20000,91354,13.41,0,1,12,0,17358,61.7,13,2,MORTGAGE,debt_consolidation,Joint App,0,-0.7994046875533118
4556,2017-12-16,A,A1,36,0.0466,25000,27228,10.25,0,6,10,0,17489,25.4,32,6,MORTGAGE,home_improvement,Individual,0,-1.2630492174424421
4557,2017-02-19,D,D5,36,0.1186,20000,95174,12.36,0,2,21,0,12075,35.3,7,3,RENT,home_improvement,Individual,0,-1.098816712927144
4558,2026-09-30,D,D4,36,0.1287,10000,50053,17.5,3,1,6,1,124146,64.5,17,4,MORTGAGE,debt_consolidation,Individual,0,0.1022325365530995
4559,2025-04-08,B,B4,36,0.0832,20000,68182,22.11,0,1,17,0,3784,37.5,31,6,RENT,debt_consolidation,Individual,0,-0.8429740314437861
4560,2023-11-15,E,E3,36,0.1527,10000,64115,26.83,0,2,9,0,28349,42.8,16,7,MORTGAGE,debt_consolidation,Individual,0,-0.07840996113181573
4561,2021-08-27,B,B5,36,0.0812,20000,59914,26.41,0,3,10,0,25704,87.1,18,5,RENT,debt_consolidation,Individual,0,0.434114754291831
4562,2020-10-01,B,B3,36,0.088,25000,72939,20.63,0,3,7,0,1869,28.5,8,0,MORTGAGE,medical,Individual,0,1.8083473995264803
4563,2015-04-01,E,E1,36,0.1542,15000,67994,18.5,0,2,11,0,13840,33.4,30,9,MORTGAGE,debt_consolidation,Individual,1,0.06232608743951784
4564,2017-07-19,B,B1,36,0.0695,20000,181769,15.08,1,3,7,0,3060,100.0,21,7,MORTGAGE,debt_consolidation,Individual,0,-0.7127402160462393
4565,2027-03-29,B,B4,60,0.0753,20000,73520,15.77,1,1,10,1,8662,57.0,28,1,MORTGAGE,credit_card,Individual,0,0.27590919321032803
4566,2019-08-08,B,B4,60,0.0819,35000,74465,10.98,2,1,5,0,27733,57.6,25,5,MORTGAGE,other,Individual,0,-0.6837847269768917
4567,2024-08-11,F,F2,36,0.1738,15000,43998,14.14,0,1,3,1,9224,83.6,6,2,RENT,small_business,Individual,0,-0.11140897324744892
4568,2024-08-11,C,C4,60,0.1075,20000,80148,21.18,1,2,10,0,895,59.5,5,3,RENT,debt_consolidation,Joint App,0,-0.11140897324744892
4569,2019-03-11,D,D5,36,0.1247,10000,37018,31.86,0,2,16,0,17673,78.2,16,7,MORTGAGE,other,Individual,0,-0.2330716866497413
4570,2017-10-17,D,D3,36,0.1267,10000,122358,16.65,0,1,11,0,1664,9.9,37,5,RENT,other,Individual,0,0.3111368903557642
4571,2024-06-12,C,C5,36,0.0982,15000,28731,10.73,0,6,10,0,4982,57.4,19,5,MORTGAGE,other,Individual,0,-0.5405775159162597
4572,2016-03-26,F,F1,36,0.1758,25000,40869,26.72,0,2,21,0,27523,41.0,37,6,MORTGAGE,other,Joint App,0,-0.5648920355292593
4573,2021-09-26,E,E3,60,0.1511,10000,26532,0.0,0,1,1,1,2487,58.0,9,9,MORTGAGE,debt_consolidation,Individual,1,0.3617257774242203
4574,2027-02-27,B,B3,36,0.067,35000,81874,27.39,0,3,12,0,13152,0.0,27,6,MORTGAGE,debt_consolidation,Individual,0,0.4791662089923643
4575,2024-09-10,F,F2,36,0.1728,20000,51483,5.1,1,0,7,0,3870,9.3,27,5,MORTGAGE,debt_consolidation,Individual,0,-0.7994046875533118
4576,2025-06-07,C,C1,60,0.0938,25000,94788,23.91,0,3,11,0,834,44.0,10,3,OWN,other,Individual,0,-0.019826101031090282
4577,2016-01-26,A,A3,36,0.048,15000,38008,13.72,1,0,7,0,3850,63.9,5,4,RENT,debt_consolidation,Joint App,0,0.048900346546989326
4578,2017-09-17,B,B2,36,0.071,20000,87068,20.89,0,2,8,0,4102,12.5,35,4,MORTGAGE,small_business,Individual,0,-0.9263837757870595
4579,2018-09-12,C,C2,36,0.1051,25000,89415,36.75,0,2,12,0,2199,31.4,13,5,MORTGAGE,credit_card,Individual,0,-1.274001019206577
4580,2018-12-11,A,A2,36,0.0551,20000,73030,10.46,0,0,10,0,8169,54.1,32,1,MORTGAGE,debt_consolidation,Individual,0,0.17831549917173733
4581,2017-08-18,C,C3,36,0.1028,20000,66113,9.0,2,1,8,0,8622,42.7,15,5,RENT,other,Individual,1,-0.35223126085135503
4582,2028-04-22,B,B5,36,0.0687,25000,70094,18.7,0,2,5,2,5193,71.0,31,8,RENT,small_business,Individual,0,1.3584580238150448
4583,2017-03-21,C,C3,36,0.0995,25000,39389,31.73,1,5,14,1,5343,73.6,20,5,MORTGAGE,home_improvement,Individual,0,-0.3391072923007621
4584,2024-09-10,A,A3,36,0.0433,25000,35980,19.61,0,0,10,0,15759,18.8,29,4,MORTGAGE,debt_consolidation,Individual,0,-0.7994046875533118
4585,2022-12-20,E,E2,36,0.1493,10000,87664,18.4,2,1,6,0,2009,43.0,28,0,MORTGAGE,debt_consolidation,Individual,0,-0.8727567460253252
